Student_ID,Age,Gender,Program,Year,Study_Hours_Per_Week,Attendance_Percent,Assignment_Score,Midterm_Score,Internet_Access,Previous_GPA,Extracurricular_Activities,Final_Score,Academic_Performance
STU0503,20,Female,Software Engineering,1,19.0,83.5,87.5,59.0,Yes,3.01,Volunteer,100.0,High Distinction
STU0504,22,Male,Information Technology,3,26.6,88.4,61.4,70.1,Yes,3.56,Sports,100.0,High Distinction
STU0505,22,Male,Information Technology,3,9.7,86.6,86.2,69.1,No,3.21,None,100.0,High Distinction
STU0506,19,Female,Data Science,4,12.7,66.0,64.9,82.5,Yes,3.65,Volunteer,95.9,High Distinction
STU0507,23,Female,Information Technology,4,16.4,73.9,54.6,82.5,Yes,2.74,Sports,100.0,High Distinction
STU0508,22,Male,Data Science,1,18.9,92.4,81.4,75.4,Yes,3.56,Multiple,100.0,High Distinction
STU0509,24,Male,Computer Science,3,13.7,82.8,88.8,62.6,Yes,2.81,Sports,100.0,High Distinction
STU0510,22,Male,Business Analytics,1,9.8,79.3,100.0,79.1,Yes,3.4,Multiple,100.0,High Distinction
STU0511,21,Male,Computer Science,2,20.3,71.8,56.4,66.6,Yes,2.39,Multiple,100.0,Distinction
STU0512,20,Female,Computer Science,2,19.3,74.3,81.1,51.8,Yes,3.16,None,100.0,High Distinction
STU0513,24,Male,Software Engineering,2,9.5,65.8,66.7,62.0,Yes,2.16,Volunteer,82.5,Distinction
STU0514,23,Male,Computer Science,2,23.1,83.1,82.2,69.3,Yes,2.93,Sports,100.0,High Distinction
STU0515,18,Female,Business Analytics,3,22.0,78.6,52.9,81.7,Yes,3.25,Multiple,100.0,Distinction
STU0516,18,Male,Information Technology,2,15.8,75.3,55.6,65.2,Yes,2.82,Sports,100.0,Distinction
STU0517,20,Female,Information Technology,3,15.5,83.4,61.9,49.9,No,2.58,Volunteer,93.5,Distinction
STU0518,22,Male,Software Engineering,2,18.3,87.3,73.0,68.9,Yes,3.43,Sports,100.0,High Distinction
STU0519,25,Male,Computer Science,1,9.8,100.0,63.7,69.7,Yes,3.0,None,100.0,High Distinction
STU0520,19,Female,Data Science,3,15.2,70.4,80.6,70.8,Yes,2.83,None,94.4,High Distinction
STU0521,21,Female,Software Engineering,2,2.1,94.4,85.3,81.8,Yes,3.07,Sports,83.7,High Distinction
STU0522,20,Male,Business Analytics,2,20.3,92.8,79.8,83.3,Yes,4.0,Volunteer,100.0,High Distinction
STU0523,24,Male,Software Engineering,3,5.6,77.0,93.0,59.1,Yes,3.57,Club,93.5,High Distinction
STU0524,23,Male,Computer Science,2,24.0,85.8,77.4,58.8,No,3.57,Club,100.0,High Distinction
STU0525,23,Female,Information Technology,1,13.0,79.9,56.2,52.4,No,3.25,None,81.5,Credit
STU0526,20,Male,Information Technology,2,13.7,85.7,89.7,78.5,Yes,3.12,Sports,100.0,High Distinction
STU0527,20,Female,Data Science,4,11.2,97.6,64.1,89.7,Yes,1.97,None,100.0,High Distinction
STU0528,20,Female,Software Engineering,3,13.3,89.5,83.8,63.3,Yes,2.74,Volunteer,95.2,High Distinction
STU0529,18,Male,Information Technology,3,23.5,88.6,92.5,64.4,Yes,2.83,Multiple,100.0,High Distinction
STU0530,23,Female,Data Science,3,2.0,80.1,77.9,90.0,Yes,2.21,Sports,80.1,High Distinction
STU0531,22,Male,Computer Science,1,22.7,70.6,52.5,75.6,Yes,2.53,None,100.0,Distinction
STU0532,25,Male,Business Analytics,2,17.0,82.1,60.1,74.5,No,2.16,None,89.1,Distinction
STU0533,25,Male,Business Analytics,3,7.8,94.9,89.2,50.1,Yes,3.03,Club,100.0,High Distinction
STU0534,21,Male,Software Engineering,1,8.5,70.3,69.8,78.2,Yes,3.42,Club,100.0,High Distinction
STU0535,22,Male,Business Analytics,1,25.1,74.5,73.0,54.1,Yes,3.55,Volunteer,100.0,High Distinction
STU0536,24,Female,Information Technology,1,9.3,85.1,81.9,51.0,No,3.24,None,88.9,Distinction
STU0537,23,Female,Computer Science,2,8.1,75.1,81.1,62.8,Yes,2.62,Volunteer,87.7,High Distinction
STU0538,19,Male,Computer Science,4,21.8,76.9,75.6,59.2,Yes,2.18,Club,100.0,High Distinction
STU0539,20,Male,Computer Science,1,17.0,80.2,69.3,64.7,Yes,2.26,Sports,97.8,High Distinction
STU0540,19,Female,Information Technology,2,9.4,71.7,67.9,46.4,Yes,2.48,Club,79.7,Credit
STU0541,24,Female,Software Engineering,1,16.3,75.2,83.2,82.4,Yes,2.65,None,100.0,High Distinction
STU0542,21,Female,Business Analytics,4,8.8,90.3,79.2,84.9,Yes,2.98,Sports,100.0,High Distinction
STU0543,19,Female,Business Analytics,1,21.6,72.2,68.7,38.8,Yes,2.59,Multiple,100.0,Distinction
STU0544,21,Male,Computer Science,2,21.4,69.6,86.1,82.7,Yes,3.2,Sports,100.0,High Distinction
STU0545,21,Male,Software Engineering,3,18.2,78.3,70.3,55.8,Yes,2.95,Volunteer,97.5,Distinction
STU0546,20,Female,Data Science,3,17.2,90.6,60.9,80.9,Yes,3.05,Club,100.0,High Distinction
STU0547,19,Male,Computer Science,2,25.6,82.2,62.1,67.0,Yes,3.56,None,100.0,Distinction
STU0548,21,Female,Data Science,2,15.0,79.8,59.3,68.4,Yes,2.52,Club,88.7,Distinction
STU0549,21,Male,Business Analytics,2,7.9,84.4,68.5,65.2,No,3.24,Sports,92.7,Distinction
STU0550,22,Female,Computer Science,1,17.7,68.3,88.0,86.2,Yes,3.04,Sports,100.0,High Distinction
STU0551,21,Male,Information Technology,1,27.5,88.5,61.5,49.4,Yes,2.9,None,100.0,Distinction
STU0552,23,Female,Business Analytics,2,8.9,87.5,74.5,77.1,Yes,3.45,Sports,100.0,High Distinction
STU0553,21,Female,Computer Science,1,12.8,80.3,63.5,84.5,Yes,3.45,None,100.0,High Distinction
STU0554,21,Male,Software Engineering,2,17.5,93.1,68.6,78.7,Yes,2.62,None,100.0,High Distinction
STU0555,23,Female,Software Engineering,3,14.7,73.9,52.4,100.0,Yes,2.97,Sports,100.0,High Distinction
STU0556,20,Male,Data Science,4,9.1,94.2,69.1,60.1,Yes,3.18,Sports,100.0,High Distinction
STU0557,19,Male,Business Analytics,3,21.7,85.4,69.5,82.4,Yes,2.93,Multiple,100.0,High Distinction
STU0558,18,Female,Information Technology,1,28.9,81.0,79.0,66.4,Yes,3.31,Sports,100.0,High Distinction
STU0559,22,Male,Data Science,1,16.2,83.8,74.9,86.5,Yes,3.18,Volunteer,100.0,High Distinction
STU0560,21,Male,Business Analytics,4,9.6,83.0,56.4,67.9,Yes,3.87,Club,93.3,Distinction
STU0561,22,Male,Computer Science,2,5.7,95.0,86.1,62.2,Yes,2.36,Club,86.7,High Distinction
STU0562,19,Male,Business Analytics,1,16.5,74.3,74.7,87.6,Yes,2.99,None,100.0,High Distinction
STU0563,19,Male,Data Science,3,21.6,77.1,74.6,60.6,No,2.64,Multiple,100.0,High Distinction
STU0564,18,Female,Information Technology,3,17.9,93.3,71.9,46.8,Yes,3.32,Club,100.0,Distinction
STU0565,20,Male,Computer Science,3,15.0,78.6,65.3,60.2,Yes,2.32,Volunteer,83.1,Distinction
STU0566,21,Male,Data Science,1,11.5,92.1,74.8,77.3,Yes,3.21,Sports,100.0,High Distinction
STU0567,20,Male,Computer Science,1,8.4,99.3,78.2,88.9,Yes,2.77,None,100.0,High Distinction
STU0568,20,Male,Information Technology,4,20.0,80.4,49.3,69.7,Yes,2.72,Club,100.0,Distinction
STU0569,23,Male,Computer Science,1,20.5,90.1,65.0,87.8,Yes,2.4,None,100.0,High Distinction
STU0570,20,Female,Information Technology,3,5.7,73.6,68.7,47.6,Yes,2.84,Sports,76.7,Credit
STU0571,21,Male,Data Science,3,24.5,90.8,75.3,61.4,No,3.54,None,100.0,High Distinction
STU0572,22,Female,Business Analytics,3,18.4,85.8,87.5,63.7,Yes,,Club,100.0,High Distinction
STU0573,20,Female,Computer Science,2,23.4,88.3,62.0,66.3,Yes,3.33,Multiple,100.0,Distinction
STU0574,21,Female,Software Engineering,1,6.9,78.2,65.5,69.3,Yes,3.8,Sports,87.4,Distinction
STU0575,23,Female,Software Engineering,3,6.8,69.1,65.3,78.4,Yes,3.17,Volunteer,93.7,High Distinction
STU0576,24,Male,Software Engineering,4,14.1,88.5,61.6,61.3,Yes,2.8,Sports,93.3,Distinction
STU0577,19,Female,Computer Science,4,18.0,65.4,67.5,70.1,Yes,3.26,Sports,100.0,High Distinction
STU0578,23,Female,Information Technology,1,25.8,81.1,82.0,67.3,Yes,2.81,Multiple,100.0,High Distinction
STU0579,21,Male,Software Engineering,1,19.2,92.5,58.3,54.1,Yes,2.82,Multiple,100.0,Distinction
STU0580,19,Male,Data Science,4,13.5,85.7,77.6,66.3,Yes,2.37,Volunteer,100.0,High Distinction
STU0581,20,Male,Computer Science,3,8.8,100.0,49.9,65.8,Yes,3.47,None,85.5,Credit
STU0582,25,Female,Computer Science,4,22.4,93.2,64.7,65.5,Yes,2.88,Club,100.0,High Distinction
STU0583,21,Male,Business Analytics,1,9.2,78.1,67.7,68.5,Yes,3.13,None,89.1,Distinction
STU0584,20,Male,Software Engineering,3,24.8,,93.8,69.1,Yes,2.58,Sports,100.0,High Distinction
STU0585,21,Female,Business Analytics,3,13.3,83.6,68.4,61.5,Yes,3.25,Sports,100.0,High Distinction
STU0586,19,Male,Business Analytics,3,24.5,69.8,43.4,87.1,Yes,2.71,Volunteer,100.0,Distinction
STU0587,18,Male,Computer Science,2,19.1,75.5,46.0,50.5,Yes,2.99,Multiple,97.7,Credit
STU0588,19,Male,Data Science,1,14.2,79.0,72.4,57.2,Yes,3.45,Sports,90.2,Distinction
STU0589,19,Male,Software Engineering,3,11.9,65.7,80.0,100.0,Yes,3.41,None,92.3,High Distinction
STU0590,19,Female,Information Technology,1,13.0,84.4,76.9,52.4,Yes,3.04,Multiple,94.3,Distinction
STU0591,19,Male,Data Science,2,17.6,81.8,74.2,47.7,Yes,2.25,None,97.5,Distinction
STU0592,21,Male,Software Engineering,4,15.5,68.9,87.1,79.0,Yes,4.0,Club,100.0,High Distinction
STU0593,19,Female,Computer Science,2,11.4,87.6,65.0,36.8,Yes,3.84,None,100.0,Distinction
STU0594,20,Male,Business Analytics,4,14.0,,83.6,64.5,Yes,3.38,Sports,100.0,High Distinction
STU0595,23,Female,Information Technology,1,15.5,86.0,50.8,100.0,No,2.71,Multiple,97.3,High Distinction
STU0596,20,Male,Data Science,3,2.2,81.1,60.2,44.8,Yes,3.0,None,65.2,Pass
STU0597,21,Female,Business Analytics,4,17.7,89.3,48.5,38.3,Yes,2.81,Sports,97.4,Credit
STU0598,19,Female,Business Analytics,1,9.1,90.1,68.4,45.5,Yes,3.62,Sports,97.8,Distinction
STU0599,19,Female,Data Science,1,8.1,86.8,71.4,81.5,No,3.17,Multiple,96.5,High Distinction
STU0600,18,Female,Information Technology,2,4.9,76.6,73.5,84.9,Yes,2.7,Multiple,80.6,High Distinction
STU0601,19,Male,Software Engineering,1,4.2,86.5,72.8,60.3,Yes,2.84,None,87.5,Distinction
STU0602,20,Female,Business Analytics,3,6.9,94.8,59.9,78.2,Yes,3.55,None,99.2,High Distinction
STU0603,19,Male,Computer Science,4,10.7,78.6,69.5,88.9,Yes,3.77,Club,98.8,High Distinction
STU0604,19,Female,Data Science,2,26.7,100.0,52.5,94.8,No,3.74,Sports,100.0,High Distinction
STU0605,19,Female,Data Science,1,11.8,79.3,89.7,64.3,Yes,3.39,Club,100.0,High Distinction
STU0606,20,Female,Information Technology,2,16.1,84.3,68.1,33.5,Yes,2.94,None,94.5,Distinction
STU0607,19,Male,Software Engineering,3,17.4,77.9,65.6,55.7,No,1.59,None,100.0,Distinction
STU0608,20,Female,Software Engineering,1,15.8,86.0,92.7,61.6,Yes,3.18,Club,100.0,High Distinction
STU0609,21,Male,Information Technology,3,14.5,68.3,55.9,64.1,Yes,3.05,None,92.4,Distinction
STU0610,22,Male,Software Engineering,3,7.8,79.1,57.4,65.2,Yes,3.11,Multiple,87.1,Distinction
STU0611,18,Male,Computer Science,3,23.7,74.2,57.7,84.8,No,3.07,None,100.0,High Distinction
STU0612,22,Male,Computer Science,1,25.8,85.2,71.1,87.1,Yes,2.45,None,100.0,High Distinction
STU0613,21,Male,Computer Science,3,4.9,93.0,77.6,65.4,Yes,3.3,Multiple,85.0,Distinction
STU0614,19,Male,Software Engineering,1,8.9,89.8,81.6,84.5,Yes,3.33,Sports,100.0,High Distinction
STU0615,23,Male,Data Science,1,13.3,62.7,100.0,73.4,Yes,3.36,Club,100.0,High Distinction
STU0616,23,Male,Computer Science,4,,100.0,42.8,69.0,Yes,3.48,None,98.5,Distinction
STU0617,18,Male,Information Technology,3,18.0,86.7,79.9,81.6,Yes,3.32,Club,100.0,High Distinction
STU0618,20,Female,Business Analytics,1,10.6,77.0,64.8,69.1,No,2.87,Volunteer,85.2,Distinction
STU0619,22,Female,Computer Science,1,28.0,85.4,64.4,98.9,Yes,3.02,Sports,100.0,High Distinction
STU0620,22,Female,Software Engineering,1,22.1,85.6,63.9,46.4,Yes,3.09,Volunteer,100.0,Distinction
STU0621,19,Female,Data Science,1,16.3,78.0,60.2,60.3,Yes,,Club,94.4,Distinction
STU0622,19,Female,Business Analytics,1,21.2,85.8,93.9,66.1,Yes,3.5,Sports,100.0,High Distinction
STU0623,20,Male,Software Engineering,1,21.6,78.5,82.9,74.6,Yes,3.34,Club,100.0,High Distinction
STU0624,21,Male,Information Technology,2,11.6,80.4,72.3,87.0,Yes,3.98,Club,100.0,High Distinction
STU0625,21,Male,Software Engineering,3,10.1,77.8,89.6,67.6,Yes,4.0,None,100.0,High Distinction
STU0626,20,Male,Data Science,3,15.5,71.1,52.3,46.7,Yes,3.09,Sports,94.6,Credit
STU0627,20,Male,Business Analytics,3,,85.3,54.7,80.6,Yes,1.5,Sports,94.7,Distinction
STU0628,22,Male,Computer Science,1,15.8,89.3,43.7,79.3,Yes,3.61,Sports,100.0,Distinction
STU0629,18,Male,Software Engineering,4,5.5,88.6,62.9,38.9,Yes,2.81,Volunteer,74.7,Credit
STU0630,19,Female,Information Technology,4,10.2,91.4,74.1,67.9,Yes,2.69,Sports,83.7,Distinction
STU0631,22,Female,Computer Science,4,14.6,86.9,73.3,44.1,Yes,2.87,Multiple,90.9,Distinction
STU0632,23,Female,Computer Science,4,14.5,79.2,73.9,58.0,No,2.85,None,90.2,Distinction
STU0633,21,Female,Business Analytics,4,26.8,91.6,53.7,54.5,Yes,3.33,Sports,100.0,Distinction
STU0634,21,Male,Business Analytics,2,6.7,71.8,82.4,80.1,Yes,2.35,Volunteer,89.9,High Distinction
STU0635,19,Male,Data Science,1,18.0,75.9,75.1,69.8,Yes,2.57,Club,100.0,High Distinction
STU0636,20,Male,Software Engineering,3,23.9,75.3,81.5,48.7,Yes,3.2,Club,100.0,High Distinction
STU0637,21,Female,Computer Science,3,28.6,93.7,47.4,81.2,Yes,3.33,None,100.0,Distinction
STU0638,19,Male,Data Science,3,12.6,92.5,76.0,46.5,Yes,3.34,Sports,100.0,Distinction
STU0639,20,Male,Computer Science,2,17.9,88.4,56.6,73.0,No,2.7,None,88.4,Distinction
STU0640,20,Male,Software Engineering,1,18.4,93.6,66.8,55.8,Yes,2.61,Multiple,100.0,Distinction
STU0641,18,Female,Data Science,2,16.2,76.1,78.9,62.5,Yes,2.82,Sports,100.0,High Distinction
STU0642,20,Male,Business Analytics,4,14.4,87.1,73.2,75.6,Yes,3.16,Multiple,100.0,High Distinction
STU0643,19,Female,Data Science,3,17.6,82.9,60.9,75.8,Yes,3.72,Club,100.0,High Distinction
STU0644,20,Female,Information Technology,2,2.0,91.6,72.1,88.1,Yes,2.13,Sports,80.3,High Distinction
STU0645,19,Female,Business Analytics,1,19.1,83.0,52.1,66.8,Yes,2.95,Club,100.0,Distinction
STU0646,23,Female,Software Engineering,2,15.8,80.5,87.0,72.6,Yes,2.45,Volunteer,100.0,High Distinction
STU0647,21,Male,Information Technology,4,13.7,88.9,69.3,61.4,Yes,2.31,Multiple,100.0,High Distinction
STU0648,21,Female,Information Technology,3,27.3,91.9,86.5,70.7,Yes,3.49,None,100.0,High Distinction
STU0649,22,Female,Business Analytics,3,11.0,78.0,65.2,74.6,Yes,3.3,Sports,100.0,High Distinction
STU0650,21,Male,Software Engineering,2,12.6,83.5,65.2,66.5,Yes,3.25,Sports,94.6,Distinction
STU0651,19,Male,Information Technology,3,26.9,74.5,62.1,40.9,Yes,3.46,None,100.0,Distinction
STU0652,21,Female,Computer Science,1,10.0,61.5,83.4,73.0,Yes,2.83,Club,99.6,High Distinction
STU0653,21,Male,Data Science,3,11.7,85.8,62.8,73.5,Yes,2.86,Multiple,100.0,High Distinction
STU0654,22,Female,Software Engineering,2,14.1,89.5,80.4,57.8,Yes,4.0,Sports,100.0,High Distinction
STU0655,20,Female,Computer Science,2,20.0,86.4,67.0,48.7,Yes,2.94,Volunteer,98.3,Distinction
STU0656,19,Female,Computer Science,3,16.2,66.5,46.3,90.1,Yes,3.38,Club,100.0,Distinction
STU0657,20,Female,Computer Science,4,7.2,80.8,64.6,75.4,Yes,3.05,Sports,96.4,High Distinction
STU0658,20,Male,Information Technology,1,11.8,64.0,56.7,64.6,Yes,2.22,None,84.8,Distinction
STU0659,21,Female,Information Technology,4,11.4,96.3,72.4,50.9,Yes,2.13,Club,82.9,Distinction
STU0660,21,Male,Data Science,2,14.5,74.2,56.5,55.7,Yes,2.79,Multiple,96.3,Distinction
STU0661,20,Male,Data Science,2,17.6,95.3,84.0,87.5,Yes,3.53,Club,100.0,High Distinction
STU0662,25,Male,Business Analytics,1,17.5,92.5,70.8,70.1,Yes,3.4,None,100.0,High Distinction
STU0663,21,Male,Information Technology,2,4.3,75.9,69.7,59.7,Yes,3.46,None,95.0,Distinction
STU0664,19,Female,Software Engineering,2,21.4,73.8,80.5,75.6,Yes,2.61,None,100.0,High Distinction
STU0665,19,Male,Business Analytics,1,16.5,87.2,84.5,55.8,Yes,3.78,Club,100.0,High Distinction
STU0666,19,Female,Software Engineering,2,23.3,76.4,71.7,90.5,Yes,2.62,Volunteer,100.0,High Distinction
STU0667,19,Male,Business Analytics,4,17.7,84.9,62.0,88.3,Yes,,None,100.0,High Distinction
STU0668,19,Male,Computer Science,1,21.6,79.7,48.9,61.0,Yes,3.05,Volunteer,100.0,Distinction
STU0669,19,Female,Data Science,3,,68.0,63.1,58.6,Yes,2.97,Club,100.0,Distinction
STU0670,20,Female,Information Technology,2,23.1,63.9,64.0,28.7,Yes,3.65,Club,100.0,Distinction
STU0671,19,Female,Data Science,3,18.1,86.0,73.4,45.8,Yes,2.73,Multiple,91.4,Distinction
STU0672,23,Male,Computer Science,1,14.4,78.9,67.5,47.9,Yes,2.44,None,91.6,Distinction
STU0673,19,Male,Computer Science,1,28.6,79.0,80.9,70.0,Yes,3.06,Multiple,100.0,High Distinction
STU0674,21,Female,Software Engineering,1,20.3,90.3,64.0,63.1,Yes,2.87,None,100.0,Distinction
STU0675,20,Female,Computer Science,1,18.4,94.6,71.3,47.8,Yes,4.0,Sports,100.0,Distinction
STU0676,25,Female,Software Engineering,1,7.3,81.5,87.4,63.8,Yes,3.35,Multiple,91.8,High Distinction
STU0677,19,Female,Information Technology,3,7.3,80.9,76.4,75.6,Yes,2.87,Multiple,78.7,Distinction
STU0678,20,Male,Data Science,4,16.8,88.5,71.2,75.9,Yes,2.57,Sports,100.0,High Distinction
STU0679,24,Female,Data Science,4,15.9,71.8,64.2,39.5,Yes,2.2,Club,86.4,Credit
STU0680,23,Female,Business Analytics,3,11.3,86.0,63.8,66.1,Yes,2.59,Club,91.0,Distinction
STU0681,22,Female,Information Technology,1,15.8,89.0,60.9,47.2,Yes,3.1,Volunteer,100.0,Distinction
STU0682,19,Female,Computer Science,2,24.5,90.1,65.0,81.5,Yes,3.69,None,100.0,High Distinction
STU0683,19,Male,Computer Science,2,19.2,66.6,81.8,79.8,Yes,3.55,Volunteer,100.0,High Distinction
STU0684,21,Female,Information Technology,1,8.2,77.1,69.1,54.5,Yes,3.15,Sports,86.2,Distinction
STU0685,23,Male,Data Science,2,14.3,76.1,54.5,56.5,Yes,2.9,Sports,91.8,Distinction
STU0686,21,Female,Software Engineering,2,10.2,84.9,95.0,61.1,Yes,3.17,Sports,100.0,High Distinction
STU0687,21,Female,Software Engineering,2,12.7,88.3,76.2,34.2,Yes,2.82,Sports,86.5,Distinction
STU0688,20,Male,Data Science,2,12.5,97.5,53.7,73.0,No,3.82,Multiple,100.0,Distinction
STU0689,22,Female,Data Science,4,12.1,79.5,66.3,63.9,Yes,2.96,Club,99.0,Distinction
STU0690,19,Male,Data Science,3,7.5,79.5,73.4,82.6,Yes,3.01,Multiple,96.2,High Distinction
STU0691,20,Male,Information Technology,2,14.2,94.3,94.2,51.5,Yes,2.05,None,100.0,High Distinction
STU0692,20,Female,Software Engineering,4,11.6,86.7,57.6,58.7,Yes,2.96,Volunteer,96.0,Distinction
STU0693,21,Male,Data Science,4,2.0,95.4,84.7,45.4,Yes,3.43,Volunteer,71.6,Distinction
STU0694,19,Male,Business Analytics,2,,86.6,90.2,52.9,Yes,2.57,Club,100.0,High Distinction
STU0695,19,Male,Computer Science,2,21.5,73.6,63.8,50.3,Yes,2.71,Club,100.0,Distinction
STU0696,21,Male,Information Technology,2,42.0,72.0,68.4,82.9,Yes,3.41,Club,96.4,High Distinction
STU0697,20,Male,Business Analytics,4,15.1,70.0,58.5,57.5,Yes,2.39,Multiple,83.7,Credit
STU0698,21,Male,Software Engineering,4,8.0,90.0,69.4,69.9,Yes,3.53,Volunteer,100.0,High Distinction
STU0699,19,Male,Business Analytics,1,25.2,94.7,71.5,62.3,Yes,2.81,None,100.0,High Distinction
STU0700,21,Male,Information Technology,2,26.4,100.0,80.6,49.0,Yes,2.88,Volunteer,100.0,High Distinction
STU0701,21,Female,Software Engineering,3,15.9,91.6,86.2,65.5,No,2.54,Sports,100.0,High Distinction
STU0702,18,Female,Computer Science,2,21.1,94.5,62.3,77.0,Yes,3.22,None,100.0,High Distinction
STU0703,20,Male,Information Technology,1,16.1,78.8,46.4,49.9,Yes,4.0,Multiple,100.0,Credit
STU0704,19,Female,Computer Science,4,7.0,73.6,71.7,80.1,Yes,3.4,Sports,95.8,High Distinction
STU0705,18,Male,Data Science,3,12.5,91.7,75.8,55.3,No,,Volunteer,99.4,High Distinction
STU0706,25,Male,Software Engineering,4,15.8,87.8,75.2,60.8,Yes,3.56,None,100.0,High Distinction
STU0707,20,Female,Information Technology,4,12.3,85.0,67.8,76.0,Yes,2.91,None,91.1,High Distinction
STU0708,22,Male,Software Engineering,3,13.7,87.5,73.6,58.0,Yes,3.67,Sports,100.0,High Distinction
STU0709,19,Male,Information Technology,2,14.5,86.9,91.7,68.6,Yes,3.41,None,100.0,High Distinction
STU0710,22,Male,Software Engineering,3,14.5,95.6,77.0,63.3,Yes,1.73,Volunteer,100.0,High Distinction
STU0711,22,Male,Data Science,1,15.3,95.7,67.1,69.9,Yes,2.6,None,100.0,High Distinction
STU0712,21,Female,Data Science,3,8.6,88.9,65.5,32.3,Yes,3.47,Sports,84.0,Credit
STU0713,20,Male,Computer Science,1,10.7,91.6,69.8,40.6,Yes,3.12,None,88.6,Distinction
STU0714,20,Male,Software Engineering,3,7.3,88.6,93.3,77.2,Yes,2.59,None,89.1,High Distinction
STU0715,20,Male,Data Science,1,20.9,79.8,69.6,83.6,Yes,2.76,Volunteer,100.0,High Distinction
STU0716,23,Female,Information Technology,1,2.4,90.8,71.7,54.3,Yes,2.19,None,77.4,Distinction
STU0717,23,Male,Software Engineering,1,21.9,71.4,65.7,64.3,Yes,3.01,Club,100.0,High Distinction
STU0718,24,Female,Information Technology,1,23.3,93.5,86.3,72.4,Yes,4.0,Multiple,100.0,High Distinction
STU0719,19,Female,Software Engineering,3,13.2,73.2,97.5,78.4,Yes,3.41,Club,100.0,High Distinction
STU0720,22,Male,Computer Science,3,2.0,86.6,77.9,37.6,Yes,4.0,Volunteer,74.7,Credit
STU0721,24,Male,Data Science,2,12.8,76.4,73.1,54.7,Yes,,None,100.0,High Distinction
STU0722,19,Female,Business Analytics,1,14.6,89.0,72.5,63.0,Yes,3.51,None,100.0,High Distinction
STU0723,18,Male,Computer Science,1,8.9,83.7,41.0,78.5,Yes,3.94,Multiple,100.0,Distinction
STU0724,22,Female,Information Technology,1,11.9,69.6,81.7,100.0,Yes,3.22,Club,99.5,High Distinction
STU0725,21,Female,Computer Science,1,24.2,87.8,73.7,64.6,Yes,2.97,Club,100.0,High Distinction
STU0726,23,Male,Business Analytics,4,50.0,78.8,77.6,46.9,Yes,3.51,Club,100.0,Distinction
STU0727,19,Male,Information Technology,1,9.5,91.9,62.8,74.0,Yes,3.7,Sports,100.0,High Distinction
STU0728,22,Female,Business Analytics,2,5.4,84.0,67.0,87.8,Yes,2.83,None,91.7,High Distinction
STU0729,19,Female,Information Technology,1,13.0,87.6,66.7,69.6,Yes,2.73,Volunteer,92.5,Distinction
STU0730,19,Female,Information Technology,1,13.7,75.4,85.3,54.4,Yes,3.11,Club,91.4,High Distinction
STU0731,19,Female,Data Science,2,18.0,78.7,67.1,82.4,Yes,3.42,Sports,100.0,High Distinction
STU0732,22,Male,Computer Science,3,11.8,79.9,99.1,78.0,No,3.41,Multiple,100.0,High Distinction
STU0733,21,Male,Software Engineering,1,18.1,91.7,77.6,52.6,Yes,2.41,Sports,100.0,High Distinction
STU0734,21,Male,Software Engineering,1,26.6,99.1,55.4,73.7,Yes,3.91,None,100.0,Distinction
STU0735,20,Male,Data Science,2,19.9,76.8,70.3,83.0,Yes,2.76,Multiple,96.8,High Distinction
STU0736,23,Male,Business Analytics,1,14.7,93.7,63.5,85.7,Yes,2.93,Volunteer,100.0,High Distinction
STU0737,20,Female,Software Engineering,1,13.9,64.5,43.5,67.0,Yes,2.64,Sports,87.9,Credit
STU0738,22,Male,Computer Science,4,12.9,73.3,92.8,62.6,Yes,4.0,None,100.0,High Distinction
STU0739,20,Male,Computer Science,3,22.1,75.4,81.1,86.4,Yes,3.16,None,100.0,High Distinction
STU0740,20,Male,Computer Science,3,11.2,71.8,78.9,49.8,Yes,2.67,Club,92.0,Distinction
STU0741,20,Male,Data Science,2,15.3,69.7,74.2,74.6,Yes,3.44,Sports,100.0,High Distinction
STU0742,20,Male,Computer Science,2,15.3,87.7,54.0,47.4,Yes,3.4,Volunteer,94.8,Credit
STU0743,22,Female,Business Analytics,2,12.0,82.1,65.7,84.0,Yes,2.97,Multiple,100.0,High Distinction
STU0744,21,Female,Software Engineering,3,6.8,87.4,82.9,64.1,No,3.43,Volunteer,92.9,High Distinction
STU0745,19,Female,Software Engineering,3,16.9,90.2,58.3,87.0,Yes,2.68,Sports,94.4,High Distinction
STU0746,23,Male,Business Analytics,1,14.6,86.4,39.1,75.4,Yes,2.83,Volunteer,92.5,Distinction
STU0747,20,Female,Computer Science,2,18.0,89.9,69.0,49.7,Yes,2.15,Sports,93.9,Distinction
STU0748,21,Female,Software Engineering,2,11.8,83.4,70.2,89.4,Yes,2.45,None,96.6,High Distinction
STU0749,23,Male,Business Analytics,4,22.3,73.3,73.8,91.3,Yes,3.86,None,100.0,High Distinction
STU0750,21,Male,Computer Science,3,9.7,93.5,81.5,81.2,Yes,3.79,Sports,100.0,High Distinction
STU0751,19,Male,Computer Science,2,25.3,78.7,80.3,56.6,Yes,3.08,Multiple,100.0,High Distinction
STU0752,24,Female,Software Engineering,1,4.5,75.6,75.4,63.4,No,3.8,None,94.5,High Distinction
STU0753,21,Female,Data Science,3,17.6,82.4,87.5,70.2,Yes,2.98,None,100.0,High Distinction
STU0754,20,Male,Software Engineering,1,17.9,75.8,52.3,57.4,Yes,2.94,Multiple,100.0,Distinction
